# HAN (c) Todt
WCFS1	NC8
NC_004567|lp_2906|2582542_2583486|315AA	NZ_AGRI01000010|nc8_2477|272059_273003|315AA
NC_004567|lp_1226|1113819_1114898|360AA	NZ_AGRI01000003|nc8_1075|749697_750776|360AA
NC_004567|lp_1227|1115034_1115810|259AA	NZ_AGRI01000003|nc8_1076|750912_751688|259AA
NC_004567|lp_1220|1109759_1110892|378AA	NZ_AGRI01000003|nc8_1071|745638_746771|378AA
NC_004567|lp_1225|1112726_1113835|370AA	NZ_AGRI01000003|nc8_1074|748604_749713|370AA
NC_004567|lp_3553|3172037_3172597|187AA	NZ_AGRI01000001|nc8_3019|515726_516286|187AA
NC_004567|lp_3554|3172678_3174102|475AA	NZ_AGRI01000001|nc8_3020|516367_517791|475AA
NC_004567|lp_1216|1107165_1108097|311AA	NZ_AGRI01000003|nc8_1068|743044_743976|311AA
NC_004567|lp_3555|3174154_3174882|243AA	NZ_AGRI01000001|nc8_3021|517843_518571|243AA
NC_004567|lp_3556|3174900_3176501|534AA	NZ_AGRI01000001|nc8_3022|518589_520190|534AA
NC_004567|lp_3093|2753017_2755599|861AA	NZ_AGRI01000001|nc8_2635|114838_117420|861AA
NC_004567|lp_1662|1515075_1515503|143AA	NZ_AGRI01000006|nc8_1422|84612_85112|167AA
NC_004567|lp_1664|1517034_1518167|378AA	NZ_AGRI01000006|nc8_1424|86572_87705|378AA
NC_004567|lp_1438|1317655_1318134|160AA	NZ_AGRI01000005|nc8_1252|20661_21140|160AA
NC_004567|lp_1437|1316444_1317658|405AA	NZ_AGRI01000005|nc8_1251|19450_20664|405AA
NC_004567|lp_0423|376436_378586|717AA	NZ_AGRI01000003|nc8_0389|46296_48446|717AA
NC_004567|lp_0101|90301_91122|274AA	NZ_AGRI01000002|nc8_0102|103932_104753|274AA
NC_004567|lp_0053|50960_51607|216AA	NZ_AGRI01000002|nc8_0062|65438_66085|216AA
NC_004567|lp_0052|50524_50892|123AA	NZ_AGRI01000002|nc8_0061|65003_65371|123AA
NC_004567|lp_0048|48877_49509|211AA	NZ_AGRI01000002|nc8_0059|63356_63988|211AA
NC_004567|lp_0537|485467_486429|321AA	NZ_AGRI01000003|nc8_0481|142882_143844|321AA
NC_004567|lp_2036|1836612_1837139|176AA	NZ_AGRI01000006|nc8_1749|406535_407062|176AA
NC_004567|lp_1342|1234031_1234672|214AA	NZ_AGRI01000004|nc8_1170|31582_32223|214AA
NC_004567|lp_2813|2510374_2510877|168AA	NZ_AGRI01000010|nc8_2389|189439_189942|168AA
NC_004567|lp_0077|75275_75961|229AA	NZ_AGRI01000002|nc8_0085|88908_89594|229AA
NC_004567|lp_1336|1230959_1231945|329AA	NZ_AGRI01000004|nc8_1165|28509_29495|329AA
NC_004567|lp_1436|1316023_1316442|140AA	NZ_AGRI01000005|nc8_1250|18846_19448|201AA
NC_004567|lp_0107|95893_96324|144AA	NZ_AGRI01000002|nc8_0108|109523_109954|144AA
NC_004567|lp_0108|96329_97045|239AA	NZ_AGRI01000002|nc8_0109|109959_110675|239AA
NC_004567|lp_2830|2523816_2525216|467AA	NZ_AGRI01000010|nc8_2403|202883_204283|467AA
NC_004567|lp_2840|2530497_2531054|186AA	NZ_AGRI01000010|nc8_2409|209838_210401|188AA
NC_004567|lp_1512|1383164_1384564|467AA	NZ_AGRI01000005|nc8_1290|59606_61009|468AA
NC_004567|lp_1513|1384568_1385503|312AA	NZ_AGRI01000005|nc8_1291|61013_61948|312AA
NC_004567|lp_1510|1381992_1382585|198AA	NZ_AGRI01000005|nc8_1288|58425_59027|201AA
NC_004567|lp_1511|1382627_1383142|172AA	NZ_AGRI01000005|nc8_1289|59069_59584|172AA
NC_004567|lp_1516|1388565_1388759|65AA	NZ_AGRI01000005|nc8_1294|65010_65204|65AA
NC_004567|lp_1517|1388796_1389152|119AA	NZ_AGRI01000005|nc8_1295|65241_65597|119AA
NC_004567|lp_1514|1385836_1387800|655AA	NZ_AGRI01000005|nc8_1292|62281_64245|655AA
NC_004567|lp_1515|1388022_1388543|174AA	NZ_AGRI01000005|nc8_1293|64467_64988|174AA
NC_004567|lp_1573|1438502_1439464|321AA	NZ_AGRI01000006|nc8_1343|8670_9632|321AA
NC_004567|lp_1509|1381158_1381982|275AA	NZ_AGRI01000005|nc8_1287|57600_58424|275AA
NC_004567|lp_0360|327594_328064|157AA	NZ_AGRI01000002|nc8_0330|337449_337934|162AA
NC_004567|lp_0359|326288_327484|399AA	NZ_AGRI01000002|nc8_0329|336158_337354|399AA
NC_004567|lp_0362|328642_329214|191AA	NZ_AGRI01000002|nc8_0332|338512_339084|191AA
NC_004567|lp_0361|328083_328538|152AA	NZ_AGRI01000002|nc8_0331|337953_338408|152AA
NC_004567|lp_0354|322679_323347|223AA	NZ_AGRI01000002|nc8_0325|332541_333209|223AA
NC_004567|lp_0351|321422_321691|90AA	NZ_AGRI01000002|nc8_0323|331285_331554|90AA
NC_004567|lp_0358|325748_326257|170AA	NZ_AGRI01000002|nc8_0328|335618_336127|170AA
NC_004567|lp_0357|325267_325635|123AA	NZ_AGRI01000002|nc8_0327|335137_335505|123AA
NC_004567|lp_0350|320360_321319|320AA	NZ_AGRI01000002|nc8_0322|330223_331182|320AA
NC_004567|lp_0349|318549_319865|439AA	NZ_AGRI01000002|nc8_0321|328411_329727|439AA
NC_004567|lp_3004|2674357_2674671|105AA	NZ_AGRI01000001|nc8_2561|41383_41748|122AA
NC_004567|lp_3003|2673333_2674169|279AA	NZ_AGRI01000001|nc8_2560|40410_41246|279AA
NC_004567|lp_3014|2682079_2682693|205AA	NZ_AGRI01000001|nc8_2570|49083_49697|205AA
NC_004567|lp_3013|2681252_2681695|148AA	NZ_AGRI01000001|nc8_2569|48256_48699|148AA
NC_004567|lp_3012|2680127_2681146|340AA	NZ_AGRI01000001|nc8_2568|47131_48150|340AA
NC_004567|lp_3011|2678548_2679930|461AA	NZ_AGRI01000001|nc8_2567|45552_46934|461AA
NC_004567|lp_3010|2677076_2678548|491AA	NZ_AGRI01000001|nc8_2566|44080_45552|491AA
NC_004567|lp_3009|2676726_2677052|109AA	NZ_AGRI01000001|nc8_2565|43730_44056|109AA
NC_004567|lp_3008|2675826_2676272|149AA	NZ_AGRI01000001|nc8_2564|42903_43349|149AA
NC_004567|lp_3006|2674802_2675623|274AA	NZ_AGRI01000001|nc8_2562|41879_42700|274AA
NC_004567|lp_3343|2976124_2976984|287AA	NZ_AGRI01000001|nc8_2848|332094_332954|287AA
NC_004567|lp_2548|2272145_2273002|286AA	NZ_AGRI01000008|nc8_2176|15581_16438|286AA
NC_004567|lp_2550|2273951_2274505|185AA	NZ_AGRI01000008|nc8_2178|17387_17941|185AA
NC_004567|lp_0696|641949_642455|169AA	NZ_AGRI01000003|nc8_0616|275027_275533|169AA
NC_004567|lp_0689|633136_633804|223AA	NZ_AGRI01000003|nc8_0609|266213_266881|223AA
NC_004567|lp_0615|585612_585761|50AA	NZ_AGRI01000003|nc8_0600|260498_260647|50AA
NC_004567|lp_2795|2485125_2488244|1040AA	NZ_AGRI01000010|nc8_2374|164287_167406|1040AA
NC_004567|lp_1943|1761552_1762655|368AA	NZ_AGRI01000006|nc8_1683|342503_343606|368AA
NC_004567|lp_2543|2268535_2269317|261AA	NZ_AGRI01000008|nc8_2173|12205_12987|261AA
NC_004567|lp_2544|2269592_2270947|452AA	NZ_AGRI01000008|nc8_2174|13262_14617|452AA
NC_004567|lp_1077|978985_979428|148AA	NZ_AGRI01000003|nc8_0949|613988_614431|148AA
NC_004567|lp_1078|979442_979834|131AA	NZ_AGRI01000003|nc8_0950|614445_614837|131AA
NC_004567|lp_3473|3081231_3082808|526AA	NZ_AGRI01000001|nc8_2945|426691_428277|529AA
NC_004567|lp_3427|3040494_3041351|286AA NC_004567|lp_3427a|3041222_3041494|91AA	NZ_AGRI01000001|nc8_2908|385946_386947|334AA
NC_004567|lp_3476|3084249_3085235|329AA	NZ_AGRI01000001|nc8_2947|429709_430695|329AA
NC_004567|lp_3474|3082838_3084115|426AA	NZ_AGRI01000001|nc8_2946|428298_429575|426AA
NC_004567|lp_3507|3120944_3122281|446AA	NZ_AGRI01000001|nc8_2977|464619_465956|446AA
NC_004567|lp_3509|3123400_3124308|303AA	NZ_AGRI01000001|nc8_2979|467060_467983|308AA
NC_004567|lp_3508|3122438_3123388|317AA	NZ_AGRI01000001|nc8_2978|466113_467063|317AA
NC_004567|lp_3576|3193161_3193295|45AA	NZ_AGRI01000001|nc8_3030|527189_527323|45AA
NC_004567|lp_3545|3164581_3165639|353AA	NZ_AGRI01000001|nc8_3012|508270_509328|353AA
NC_004567|lp_2762|2455182_2455748|189AA	NZ_AGRI01000010|nc8_2347|136580_137146|189AA
NC_004567|lp_3437|3050197_3050517|107AA	NZ_AGRI01000001|nc8_2916|395617_395937|107AA
NC_004567|lp_3436|3049060_3049812|251AA	NZ_AGRI01000001|nc8_2915|394480_395232|251AA
NC_004567|lp_3432|3044288_3044983|232AA	NZ_AGRI01000001|nc8_2912|389708_390403|232AA
NC_004567|lp_3431|3043574_3044287|238AA	NZ_AGRI01000001|nc8_2911|388994_389707|238AA
NC_004567|lp_3435|3047002_3048906|635AA	NZ_AGRI01000001|nc8_2914|392422_394326|635AA
NC_004567|lp_3433|3045081_3046052|324AA	NZ_AGRI01000001|nc8_2913|390501_391472|324AA
NC_004567|lp_3422|3038402_3038746|115AA	NZ_AGRI01000001|nc8_2902|383854_384198|115AA
NC_004567|lp_3421|3037009_3038121|371AA	NZ_AGRI01000001|nc8_2901|382461_383573|371AA
NC_004567|lp_3430|3042353_3043306|318AA	NZ_AGRI01000001|nc8_2910|387806_388759|318AA
NC_004567|lp_3423|3038853_3039224|124AA	NZ_AGRI01000001|nc8_2903|384305_384676|124AA
NC_004567|lp_3646|3266576_3267403|276AA	NZ_AGRI01000001|nc8_3094|598251_598967|239AA
NC_004567|lp_1229|1116988_1120020|1011AA	NZ_AGRI01000003|nc8_1078|752866_756048|1061AA
NC_004567|lp_3078|2740016_2740669|218AA	NZ_AGRI01000001|nc8_2624|102742_103395|218AA
NC_004567|lp_0428|381580_382260|227AA	NZ_AGRI01000003|nc8_0394|51440_52120|227AA
NC_004567|lp_3091|2750380_2751294|305AA	NZ_AGRI01000001|nc8_2633|112201_113115|305AA
NC_004567|lp_3090|2749665_2750246|194AA	NZ_AGRI01000001|nc8_2632|111485_112066|194AA
NC_004567|lp_3084|2744152_2744781|210AA	NZ_AGRI01000001|nc8_2627|105991_106620|210AA
NC_004567|lp_3082|2742416_2743621|402AA	NZ_AGRI01000001|nc8_2626|104255_105460|402AA
NC_004567|lp_3321|2955480_2955725|82AA	NZ_AGRI01000001|nc8_2831|313215_313466|84AA
NC_004567|lp_3323|2956429_2957070|214AA	NZ_AGRI01000001|nc8_2833|314164_314805|214AA
NC_004567|lp_3322|2955898_2956326|143AA	NZ_AGRI01000001|nc8_2832|313633_314061|143AA
NC_004567|lp_3312|2947651_2948640|330AA	NZ_AGRI01000001|nc8_2825|305386_306375|330AA
NC_004567|lp_3310|2946968_2947483|172AA	NZ_AGRI01000001|nc8_2824|304703_305218|172AA
NC_004567|lp_3314|2951353_2952174|274AA	NZ_AGRI01000001|nc8_2827|309088_309909|274AA
NC_004567|lp_3313|2949058_2951316|753AA	NZ_AGRI01000001|nc8_2826|306793_309051|753AA
NC_004567|lp_3318|2953771_2954691|307AA	NZ_AGRI01000001|nc8_2829|311506_312426|307AA
NC_004567|lp_3316|2952399_2952710|104AA	NZ_AGRI01000001|nc8_2828|310134_310445|104AA
NC_004567|lp_2901|2577717_2581037|1107AA	NZ_AGRI01000010|nc8_2474|267228_270548|1107AA
NC_004567|lp_2897|2575492_2576523|344AA	NZ_AGRI01000010|nc8_2470|264668_266062|465AA
NC_004567|lp_2894|2573108_2574859|584AA	NZ_AGRI01000010|nc8_2469|262647_264398|584AA
NC_004567|lp_2893|2571321_2573108|596AA	NZ_AGRI01000010|nc8_2468|260860_262647|596AA
NC_004567|lp_2889|2568686_2569552|289AA	NZ_AGRI01000010|nc8_2465|258225_259091|289AA
NC_004567|lp_2887|2566782_2567375|198AA	NZ_AGRI01000010|nc8_2463|256321_256914|198AA
NC_004567|lp_1853|1674732_1675499|256AA	NZ_AGRI01000006|nc8_1588|246077_246844|256AA
NC_004567|lp_1852|1673787_1674653|289AA	NZ_AGRI01000006|nc8_1587|245132_245998|289AA
NC_004567|lp_1850|1671551_1673698|716AA	NZ_AGRI01000006|nc8_1586|242896_245043|716AA
NC_004567|lp_1835|1657080_1657595|172AA	NZ_AGRI01000006|nc8_1574|228424_228939|172AA
NC_004567|lp_1530|1398994_1399629|212AA	NZ_AGRI01000005|nc8_1306|75438_76073|212AA
NC_004567|lp_1576|1440598_1441011|138AA	NZ_AGRI01000006|nc8_1345|10766_11179|138AA
NC_004567|lp_1531|1399613_1400230|206AA	NZ_AGRI01000005|nc8_1307|76057_76674|206AA
NC_004567|lp_1532|1400248_1400604|119AA	NZ_AGRI01000005|nc8_1308|76692_77009|106AA
NC_004567|lp_1533|1400601_1401335|245AA	NZ_AGRI01000005|nc8_1309|77046_77780|245AA
NC_004567|lp_1577|1441061_1441237|59AA	NZ_AGRI01000006|nc8_1346|11229_11405|59AA
NC_004567|lp_1697|1544898_1545503|202AA	NZ_AGRI01000006|nc8_1457|115838_116443|202AA
NC_004567|lp_1698|1545878_1546159|94AA	NZ_AGRI01000006|nc8_1458|116818_117099|94AA
NC_004567|lp_1578|1441337_1442071|245AA	NZ_AGRI01000006|nc8_1347|11505_12239|245AA
NC_004567|lp_1699|1546549_1546797|83AA	NZ_AGRI01000006|nc8_1459|117489_117737|83AA
NC_004567|lp_3050|2712050_2712445|132AA	NZ_AGRI01000001|nc8_2601|77611_78006|132AA
NC_004567|lp_3049|2710269_2711753|495AA	NZ_AGRI01000001|nc8_2600|75830_77314|495AA
NC_004567|lp_3060|2723819_2724580|254AA	NZ_AGRI01000001|nc8_2607|86545_87306|254AA
NC_004567|lp_3058|2718834_2719208|125AA	NZ_AGRI01000001|nc8_2605|81593_81967|125AA
NC_004567|lp_3045|2707595_2708485|297AA	NZ_AGRI01000001|nc8_2596|73156_74046|297AA
NC_004567|lp_3042|2702722_2704446|575AA	NZ_AGRI01000001|nc8_2593|68282_70006|575AA
NC_004567|lp_3048|2709321_2710142|274AA	NZ_AGRI01000001|nc8_2599|74882_75703|274AA
NC_004567|lp_3047|2708739_2709164|142AA	NZ_AGRI01000001|nc8_2598|74300_74779|160AA
NC_004567|lp_0327|299078_300091|338AA	NZ_AGRI01000002|nc8_0296|305157_306170|338AA
NC_004567|lp_3040|2700948_2702729|594AA	NZ_AGRI01000001|nc8_2592|66508_68289|594AA
NC_004567|lp_0333|305547_305747|67AA	NZ_AGRI01000002|nc8_0301|311626_311826|67AA
NC_004567|lp_0585|558278_561127|950AA	NZ_AGRI01000003|nc8_0573|233173_236022|950AA
NC_004567|lp_0322|296752_297279|176AA	NZ_AGRI01000002|nc8_0292|302831_303358|176AA
NC_004567|lp_1921|1741289_1742683|465AA	NZ_AGRI01000006|nc8_1651|312635_314029|465AA
NC_004567|lp_1687|1535527_1536585|353AA	NZ_AGRI01000006|nc8_1445|105065_106123|353AA
NC_004567|lp_2792|2481221_2481793|191AA	NZ_AGRI01000010|nc8_2371|160383_160955|191AA
NC_004567|lp_2799|2493044_2494480|479AA	NZ_AGRI01000010|nc8_2378|172107_173543|479AA
NC_004567|lp_3287|2926893_2927237|115AA	NZ_AGRI01000001|nc8_2806|286072_286416|115AA
NC_004567|lp_2570|2288825_2289886|354AA NC_004567|lp_1346|1236562_1237644|361AA	NZ_AGRI01000008|nc8_2196|32266_33327|354AA
NC_004567|lp_2588|2305969_2307681|571AA	NZ_AGRI01000009|nc8_2209|_|11049..>12018AA
NC_004567|lp_2710|2410634_2411974|447AA	NZ_AGRI01000010|nc8_2301|92033_93373|447AA
NC_004567|lp_0168|144440_145438|333AA	NZ_AGRI01000002|nc8_0157|157178_158176|333AA
NC_004567|lp_0169|145452_146033|194AA	NZ_AGRI01000002|nc8_0158|158190_158771|194AA
NC_004567|lp_1230|1120032_1120472|147AA	NZ_AGRI01000003|nc8_1079|756060_756500|147AA
NC_004567|lp_0311|287809_288252|148AA	NZ_AGRI01000002|nc8_0278|292015_292458|148AA
NC_004567|lp_1959|1773055_1773444|130AA	NZ_AGRI01000006|nc8_1696|352805_353194|130AA
NC_004567|lp_1958|1772178_1773071|298AA	NZ_AGRI01000006|nc8_1695|351928_352821|298AA
NC_004567|lp_0170|146030_146398|123AA	NZ_AGRI01000002|nc8_0159|158768_159136|123AA
NC_004567|lp_1424|1304255_1304869|205AA	NZ_AGRI01000004|nc8_1228|95780_96394|205AA
NC_004567|lp_1426|1307398_1307958|187AA	NZ_AGRI01000004|nc8_1230|98923_99483|187AA
NC_004567|lp_0324|297373_297558|62AA	NZ_AGRI01000002|nc8_0293|303452_303637|62AA
NC_004567|lp_0321|296263_296748|162AA	NZ_AGRI01000002|nc8_0291|302342_302827|162AA
NC_004567|lp_0329|300197_301564|456AA	NZ_AGRI01000002|nc8_0297|306276_307643|456AA
NC_004567|lp_0326|298172_299065|298AA	NZ_AGRI01000002|nc8_0295|304251_305144|298AA
NC_004567|lp_3038|2699736_2700926|397AA	NZ_AGRI01000001|nc8_2591|65296_66486|397AA
NC_004567|lp_0332|304632_305534|301AA	NZ_AGRI01000002|nc8_0300|310711_311613|301AA
NC_004567|lp_0331|303146_304462|439AA	NZ_AGRI01000002|nc8_0299|309225_310541|439AA
NC_004567|lp_0330|301990_302853|288AA	NZ_AGRI01000002|nc8_0298|308069_308932|288AA
NC_004567|lp_0535|483062_483700|213AA	NZ_AGRI01000003|nc8_0479|140476_141114|213AA
NC_004567|lp_3572|3190178_3191383|402AA	NZ_AGRI01000001|nc8_3026|524206_525411|402AA
NC_004567|lp_3571|3189353_3190039|229AA	NZ_AGRI01000001|nc8_3025|523381_524067|229AA
NC_004567|lp_3546|3165720_3166991|424AA	NZ_AGRI01000001|nc8_3013|509409_510680|424AA
NC_004567|lp_3482|3090327_3091490|388AA	NZ_AGRI01000001|nc8_2953|435776_436939|388AA
NC_004567|lp_0536|483855_485249|465AA	NZ_AGRI01000003|nc8_0480|141269_142663|465AA
NC_004567|lp_1234|1124006_1124311|102AA	NZ_AGRI01000003|nc8_1082|760015_760338|108AA
NC_004567|lp_3578|3193903_3195357|485AA	NZ_AGRI01000001|nc8_3032|527931_529385|485AA
NC_004567|lp_3575|3192418_3192966|183AA	NZ_AGRI01000001|nc8_3029|526446_526994|183AA
NC_004567|lp_1197|1090910_1091680|257AA	NZ_AGRI01000003|nc8_1049|723744_724514|257AA
NC_004567|lp_1198|1091692_1092420|243AA	NZ_AGRI01000003|nc8_1050|724526_725254|243AA
NC_004567|lp_2488a|2225115_2225246|44AA	NZ_AGRI01000006|nc8_2131|786103_786234|44AA
NC_004567|lp_1135|1032435_1033349|305AA	NZ_AGRI01000003|nc8_0996|667436_668386|317AA
NC_004567|lp_1136|1033562_1034536|325AA	NZ_AGRI01000003|nc8_0997|668599_669573|325AA
NC_004567|lp_1138|1034984_1035625|214AA	NZ_AGRI01000003|nc8_0998|670021_670662|214AA
NC_004567|lp_1139|1035676_1036263|196AA	NZ_AGRI01000003|nc8_0999|670713_671300|196AA
NC_004567|lp_1128|1026446_1028179|578AA	NZ_AGRI01000003|nc8_0991|661484_663217|578AA
NC_004567|lp_1134|1031313_1032290|326AA	NZ_AGRI01000003|nc8_0995|666350_667327|326AA
NC_004567|lp_2183|1971654_1972208|185AA	NZ_AGRI01000006|nc8_1931|582834_583388|185AA
NC_004567|lp_1125|1023890_1025329|480AA	NZ_AGRI01000003|nc8_0989|658928_660367|480AA
NC_004567|lp_1126|1025322_1026317|332AA	NZ_AGRI01000003|nc8_0990|660360_661355|332AA
NC_004567|lp_0960a|892980_893246|89AA	NZ_AGRI01000003|nc8_0855a|529408_529674|89AA
NC_004567|lp_3537|3155694_3156509|272AA	NZ_AGRI01000001|nc8_3004|499383_500198|272AA
NC_004567|lp_3539|3158609_3159262|218AA	NZ_AGRI01000001|nc8_3006|502298_502951|218AA
NC_004567|lp_3513|3127068_3128942|625AA	NZ_AGRI01000001|nc8_2982|470743_472617|625AA
NC_004567|lp_3088|2748060_2749310|417AA	NZ_AGRI01000001|nc8_2630|109880_111130|417AA
NC_004567|lp_1233|1122461_1123138|226AA	NZ_AGRI01000003|nc8_1081|758488_759165|226AA
NC_004567|lp_0256|230768_231679|304AA	NZ_AGRI01000002|nc8_0230|239889_240800|304AA
NC_004567|lp_0257|232292_233083|264AA	NZ_AGRI01000002|nc8_0231|241413_242204|264AA
NC_004567|lp_0259|233445_234233|263AA	NZ_AGRI01000002|nc8_0232|242567_243355|263AA
NC_004567|lp_0262|235306_236025|240AA	NZ_AGRI01000002|nc8_0235|244428_245147|240AA
NC_004567|lp_0266|241939_242721|261AA	NZ_AGRI01000002|nc8_0239|251061_251843|261AA
NC_004567|lp_0273|249157_249597|147AA	NZ_AGRI01000002|nc8_0242|253357_253797|147AA
NC_004567|lp_0274|249782_250471|230AA	NZ_AGRI01000002|nc8_0243|253982_254671|230AA
NC_004567|lp_0276|252168_252815|216AA	NZ_AGRI01000002|nc8_0245|256360_257007|216AA
NC_004567|lp_0254|229064_229606|181AA	NZ_AGRI01000002|nc8_0228|238185_238727|181AA
NC_004567|lp_0255|229611_230756|382AA	NZ_AGRI01000002|nc8_0229|238732_239877|382AA
NC_004567|lp_1329|1224044_1224691|216AA	NZ_AGRI01000004|nc8_1159|21593_22240|216AA
NC_004567|lp_1411|1291894_1292355|154AA	NZ_AGRI01000004|nc8_1218|83419_83880|154AA
NC_004567|lp_1327|1221803_1223155|451AA	NZ_AGRI01000004|nc8_1157|19352_20704|451AA
NC_004567|lp_1326|1220976_1221806|277AA	NZ_AGRI01000004|nc8_1156|18525_19355|277AA
NC_004567|lp_1335|1229951_1230808|286AA	NZ_AGRI01000004|nc8_1164|27501_28358|286AA
NC_004567|lp_1334|1229217_1229954|246AA	NZ_AGRI01000004|nc8_1163|26767_27504|246AA
NC_004567|lp_1333|1229029_1229196|56AA	NZ_AGRI01000004|nc8_1162|26579_26746|56AA
NC_004567|lp_1330|1224796_1225176|127AA	NZ_AGRI01000004|nc8_1160|22345_22725|127AA
NC_004567|lp_1410|1290595_1291716|374AA	NZ_AGRI01000004|nc8_1217|82120_83241|374AA
NC_004567|lp_1339|1232508_1233311|268AA	NZ_AGRI01000004|nc8_1167|30059_30862|268AA
NC_004567|lp_1379|1263728_1264351|208AA	NZ_AGRI01000004|nc8_1193|55269_55892|208AA
NC_004567|lp_1380|1264320_1265297|326AA	NZ_AGRI01000004|nc8_1194|55861_56838|326AA
NC_004567|lp_1296|1183274_1184248|325AA	NZ_AGRI01000003|nc8_1133|818143_819117|325AA
NC_004567|lp_1295|1181977_1183302|442AA	NZ_AGRI01000003|nc8_1132|816846_818171|442AA
NC_004567|lp_1298|1186076_1187005|310AA	NZ_AGRI01000003|nc8_1135|820945_821874|310AA
NC_004567|lp_1297|1184580_1185962|461AA	NZ_AGRI01000003|nc8_1134|819449_820831|461AA
NC_004567|lp_1289|1177143_1177685|181AA	NZ_AGRI01000003|nc8_1127|812012_812554|181AA
NC_004567|lp_1370|1253546_1253665|40AA	NZ_AGRI01000004|nc8_1185|45087_45206|40AA
NC_004567|lp_1292|1179669_1180187|173AA	NZ_AGRI01000003|nc8_1130|814538_815056|173AA
NC_004567|lp_1290|1177688_1178761|358AA	NZ_AGRI01000003|nc8_1128|812557_813693|379AA
NC_004567|lp_2794|2484507_2484953|149AA	NZ_AGRI01000010|nc8_2373|163669_164115|149AA
NC_004567|lp_2797|2491851_2492072|74AA	NZ_AGRI01000010|nc8_2376|170914_171135|74AA
NC_004567|lp_2788|2477879_2478898|340AA	NZ_AGRI01000010|nc8_2368|157041_158060|340AA
NC_004567|lp_2789|2478971_2479897|309AA	NZ_AGRI01000010|nc8_2369|158133_159059|309AA
NC_004567|lp_2790|2479995_2480945|317AA	NZ_AGRI01000010|nc8_2370|159157_160107|317AA
NC_004567|lp_2793|2482127_2484280|718AA	NZ_AGRI01000010|nc8_2372|161289_163442|718AA
NC_004567|lp_2782|2473087_2473794|236AA	NZ_AGRI01000010|nc8_2363|152249_152956|236AA
NC_004567|lp_2783|2473887_2474621|245AA	NZ_AGRI01000010|nc8_2364|153049_153783|245AA
NC_004567|lp_2785|2474942_2475616|225AA	NZ_AGRI01000010|nc8_2365|154086_154778|231AA
NC_004567|lp_2787|2476276_2477109|278AA	NZ_AGRI01000010|nc8_2367|155438_156271|278AA
NC_004567|lp_1553|1419620_1420543|308AA	NZ_AGRI01000005|nc8_1323|94625_95548|308AA
NC_004567|lp_1554|1420607_1420879|91AA	NZ_AGRI01000005|nc8_1324|95612_95884|91AA
NC_004567|lp_1562|1428057_1428686|210AA	NZ_AGRI01000005|nc8_1331|103046_103675|210AA
NC_004567|lp_1563|1428797_1429279|161AA	NZ_AGRI01000005|nc8_1332|103786_104268|161AA
NC_004567|lp_1559|1424269_1426686|806AA	NZ_AGRI01000005|nc8_1329|99258_101675|806AA
NC_004567|lp_1561|1426833_1428038|402AA	NZ_AGRI01000005|nc8_1330|101822_103027|402AA
NC_004567|lp_1557|1422527_1422886|120AA	NZ_AGRI01000005|nc8_1327|97516_97875|120AA
NC_004567|lp_1558|1423214_1424260|349AA	NZ_AGRI01000005|nc8_1328|98203_99249|349AA
NC_004567|lp_1555|1421127_1421894|256AA	NZ_AGRI01000005|nc8_1325|96110_96883|258AA
NC_004567|lp_1556|1421995_1422504|170AA	NZ_AGRI01000005|nc8_1326|96984_97493|170AA
NC_004567|lp_1377|1260935_1262572|546AA	NZ_AGRI01000004|nc8_1191|52476_54113|546AA
NC_004567|lp_1378|1262550_1263725|392AA	NZ_AGRI01000004|nc8_1192|54091_55266|392AA
NC_004567|lp_1372|1254823_1255338|172AA	NZ_AGRI01000004|nc8_1187|46400_46879|160AA
NC_004567|lp_1373|1255438_1255797|120AA	NZ_AGRI01000004|nc8_1188|46979_47383|135AA
NC_004567|lp_1374|1255870_1257726|619AA	NZ_AGRI01000004|nc8_1189|47411_49267|619AA
NC_004567|lp_1375|1257740_1260046|769AA	NZ_AGRI01000004|nc8_1190|49281_51587|769AA
NC_004567|lp_1545|1411037_1412680|548AA	NZ_AGRI01000005|nc8_1318|86042_87685|548AA
NC_004567|lp_1544|1410351_1411037|229AA	NZ_AGRI01000005|nc8_1317|85356_86042|229AA
NC_004567|lp_1369|1253108_1253533|142AA	NZ_AGRI01000004|nc8_1184|44649_45074|142AA
NC_004567|lp_1371|1253698_1254768|357AA	NZ_AGRI01000004|nc8_1186|45239_46309|357AA
NC_004567|lp_1929|1748657_1749046|130AA	NZ_AGRI01000006|nc8_1660|322398_322787|130AA
NC_004567|lp_1930|1749276_1749908|211AA	NZ_AGRI01000006|nc8_1661|323017_323649|211AA
NC_004567|lp_1928|1748090_1748491|134AA	NZ_AGRI01000006|nc8_1659|321831_322232|134AA
NC_004567|lp_1931|1750344_1752023|560AA	NZ_AGRI01000006|nc8_1662|324085_325764|560AA
NC_004567|lp_1933|1752844_1753452|203AA	NZ_AGRI01000006|nc8_1673|333795_334403|203AA
NC_004567|lp_3067|2729893_2730495|201AA	NZ_AGRI01000001|nc8_2614|92517_93221|235AA
NC_004567|lp_0418|373896_374639|248AA	NZ_AGRI01000003|nc8_0385|43756_44499|248AA
NC_004567|lp_0397|361057_361872|272AA	NZ_AGRI01000003|nc8_0370|31705_32520|272AA
NC_004567|lp_0393|357384_358001|206AA	NZ_AGRI01000003|nc8_0366|28032_28649|206AA
